project_name,file_name,nr_classes,nr_functions,ncls,slc,mlc,nr_of_lines,file_length,regexpsl,line_length,method_length,has_todo,boolean_e_c,cdac,cfoc,ccn,nppathc,javancss,nbugs,nbugs_confirmation
Apache Pig,PlanHelper.java,2,10,54,0,17,123,0,6,8,0,0,0,0,2,0,0,0,1.0,1.0
Apache Pig,PlanSetter.java,1,38,87,0,17,195,0,2,2,0,0,0,0,1,0,0,2,0.35357141,0.35357141
Apache Pig,RegexpCond.java,1,6,36,0,17,84,0,9,2,0,0,0,0,1,0,0,0,0.017483585,0.017483585
Apache Pig,RubySchema.java,3,45,347,6,53,971,0,0,138,0,0,0,1,1,5,4,6,0.14809814,0.14809814
Apache Pig,SchemaUtil.java,1,15,75,1,17,280,0,13,4,0,0,0,0,1,0,0,2,0.08143147,0.08143147
Apache Pig,StreamSpec.java,3,14,95,11,17,211,0,25,3,0,0,0,0,2,1,0,2,0.53333336,0.53333336
Apache Pig,StringSize.java,1,2,20,0,17,53,0,2,1,0,0,0,0,0,0,0,0,0.06926407,0.06926407
Apache Pig,TestCommit.java,1,4,117,1,17,165,0,13,14,0,0,0,0,0,0,0,4,0.37226808,0.37226808
Apache Pig,TestDivide.java,1,2,213,28,19,296,0,6,7,1,0,0,0,1,1,0,3,0.69357824,0.69357824
Apache Pig,TestFRJoin.java,2,26,370,1,17,585,0,59,67,0,0,0,1,2,0,0,6,2.7955444,2.7955444
Apache Pig,TestFinish.java,2,8,79,0,17,138,0,10,8,0,0,0,0,1,0,0,2,0.34032512,0.34032512
Apache Pig,TestPOCast.java,2,41,1485,103,35,2304,1,233,108,9,0,0,1,2,11,11,16,2.7956223,2.7956223
Apache Pig,TestPOSort.java,2,20,375,28,19,655,0,33,45,0,0,0,1,1,0,0,10,0.84354067,0.84354067
Apache Pig,TestRecord.java,1,10,267,22,31,415,0,4,1,0,0,0,1,1,0,0,7,0.04761905,0.04761905
Apache Pig,TestRegexp.java,1,3,46,2,17,87,0,2,2,0,0,0,0,1,0,0,0,0.029211087,0.029211087
Apache Pig,TestRewire.java,1,14,363,2,82,606,0,104,9,0,0,0,1,1,0,0,10,0.16035354,0.16035354
Apache Pig,TestSample.java,1,7,46,0,17,106,0,3,3,0,0,0,0,0,0,0,0,0.013513514,0.013513514
Apache Pig,TestSchema.java,1,6,351,62,34,536,0,5,3,1,0,0,1,1,0,0,5,4.282472,4.282472
Apache Pig,TextLoader.java,1,26,124,2,17,268,0,6,6,0,0,0,0,1,0,0,2,3.9662976,3.9662976
Apache Pig,ToUnixTime.java,1,3,23,0,17,95,0,1,3,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,UDFContext.java,3,21,98,0,29,283,0,32,7,0,0,0,0,1,1,1,2,6.266667,6.266667
Apache Pig,WindowSpec.java,1,3,14,0,17,46,0,3,0,0,0,0,0,0,0,0,0,0.017483585,0.017483585
Apache Pig,AddDuration.java,1,3,26,0,17,95,0,2,5,0,0,0,0,1,0,0,0,0.0506803,0.0506803
Apache Pig,AvroStorage.java,1,26,296,4,99,586,0,43,42,0,0,0,1,1,5,3,4,3.9166667,3.9166667
Apache Pig,BinCondSpec.java,2,11,60,0,17,115,0,10,3,0,0,0,0,1,0,0,1,0.32430178,0.32430178
Apache Pig,ColumnGroup.java,17,136,1268,85,78,2541,1,103,56,1,5,1,4,7,21,20,24,2.5642858,2.5642858
Apache Pig,CountingMap.java,1,3,21,0,20,60,0,7,1,0,0,0,0,0,0,0,0,0.36495727,0.36495727
Apache Pig,DataStorage.java,1,19,28,5,17,142,0,32,4,0,1,0,0,1,0,0,0,0.45,0.45
Apache Pig,DaysBetween.java,1,3,28,2,17,108,0,0,2,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,DoubleRound.java,1,2,16,0,45,86,0,9,1,0,0,0,0,0,0,0,0,0.023809524,0.023809524
Apache Pig,EqualToExpr.java,1,7,79,2,20,142,0,3,5,0,0,0,0,1,2,1,3,0.5399416,0.5399416
Apache Pig,GFReplicate.java,1,3,19,0,17,50,0,3,0,0,0,0,0,0,0,0,0,0.04129311,0.04129311
Apache Pig,GetWeekYear.java,1,3,22,0,17,96,0,2,3,0,0,0,0,1,0,0,0,0.00877193,0.00877193
Apache Pig,GroovyUtils.java,2,6,133,58,17,313,0,0,11,0,0,0,1,1,2,2,4,0.06666667,0.06666667
Apache Pig,GruntParser.java,1,33,305,17,19,554,0,61,26,0,1,0,1,1,5,3,5,14.413734,14.413734
Apache Pig,HadoopShims.java,1,12,48,0,17,108,0,1,13,0,0,0,0,1,0,0,0,3.0573084,3.0573084
Apache Pig,Illustrable.java,1,2,5,0,17,34,0,1,0,0,0,0,0,0,0,0,0,0.06403583,0.06403583
Apache Pig,Illustrator.java,1,18,74,1,17,142,0,19,5,0,0,0,0,1,0,0,2,0.13185193,0.13185193
Apache Pig,InternalMap.java,1,2,8,0,17,41,0,2,0,0,0,0,0,0,0,0,0,0.075083055,0.075083055
Apache Pig,JythonUtils.java,1,3,99,8,17,141,0,2,6,0,0,0,1,1,2,1,3,4.6833334,4.6833334
Apache Pig,LASTINDEXOF.java,1,2,21,0,28,78,0,1,1,0,0,0,0,0,0,0,0,0.14145659,0.14145659
Apache Pig,LOInnerLoad.java,1,9,84,3,17,154,0,15,7,0,0,0,1,1,2,2,4,1.4761904,1.4761904
Apache Pig,LOMapLookup.java,1,10,57,1,17,139,0,2,2,0,0,0,0,1,0,0,1,0.58738935,0.58738935
Apache Pig,LogicalPlan.java,1,5,43,2,17,107,0,12,1,0,0,0,0,1,0,0,0,0.5406888,0.5406888
Apache Pig,MergeFilter.java,2,7,90,9,17,174,0,25,7,0,0,0,0,2,2,2,5,0.532991,0.532991
Apache Pig,MiniCluster.java,1,8,56,6,17,116,0,19,2,0,0,0,0,1,0,1,1,9.2538185,9.2538185
Apache Pig,OutputStats.java,1,13,58,1,17,122,0,5,1,0,0,0,0,0,0,0,1,0.3611111,0.3611111
Apache Pig,POCastDummy.java,1,9,44,4,20,110,0,6,2,0,0,0,0,1,0,0,0,0.06403583,0.06403583
Apache Pig,POMapLookUp.java,1,24,83,1,17,179,0,10,3,0,0,0,0,1,0,0,2,0.22266355,0.22266355
Apache Pig,POMapreduce.java,1,26,165,10,20,304,0,44,5,0,1,0,1,1,1,1,2,1.3117013,1.3117013
Apache Pig,POMergeJoin.java,1,24,342,55,24,604,0,33,56,1,0,0,1,1,2,1,4,2.7672884,2.7672884
Apache Pig,PennyServer.java,1,5,20,0,17,51,0,3,0,0,0,0,0,1,0,0,0,1.0,1.0
Apache Pig,PigCombiner.java,2,6,135,21,17,278,0,34,22,0,0,0,0,1,1,1,5,4.4562707,4.4562707
Apache Pig,PigCounters.java,1,0,2,2,21,32,0,4,0,0,0,0,0,0,0,0,0,0.375,0.375
Apache Pig,PlanPrinter.java,1,20,175,0,17,274,0,12,5,0,0,0,1,1,1,1,3,1.4022759,1.4022759
Apache Pig,PlanVisitor.java,1,5,27,0,17,90,0,1,2,0,0,0,0,0,0,0,0,0.07692308,0.07692308
Apache Pig,ProjectSpec.java,1,13,75,0,17,139,0,14,3,0,0,0,0,1,0,0,2,0.3508169,0.3508169
Apache Pig,RangeSlicer.java,2,24,74,1,53,219,0,4,4,0,0,0,0,1,0,0,2,0.8636112,0.8636112
Apache Pig,ReadOnceBag.java,2,19,82,3,71,262,0,14,17,0,0,0,0,1,1,0,2,1.0,1.0
Apache Pig,ReadScalars.java,1,2,59,3,17,121,0,9,0,0,0,0,0,1,1,1,2,1.3191392,1.3191392
Apache Pig,RegExLoader.java,1,5,44,0,12,92,0,9,10,0,0,0,0,1,1,0,0,0.5,0.5
Apache Pig,RubyDataBag.java,3,19,106,13,38,343,0,0,46,0,2,0,0,1,0,0,2,0.06666667,0.06666667
Apache Pig,SchemaTuple.java,2,245,758,4,17,1381,0,1,127,0,0,0,1,1,1,1,2,0.26012474,0.26012474
Apache Pig,ScriptState.java,4,78,491,8,30,884,0,29,49,0,0,0,1,4,4,3,6,3.2816849,3.2816849
Apache Pig,SedesHelper.java,2,18,178,13,17,336,0,0,33,0,0,0,0,1,2,0,4,1.0,1.0
Apache Pig,SplitFilter.java,2,7,76,3,17,138,0,18,6,0,0,0,0,2,0,1,4,0.2472767,0.2472767
Apache Pig,StorageUtil.java,1,5,147,7,17,269,0,37,1,0,0,0,0,1,3,3,4,0.08143147,0.08143147
Apache Pig,StoreCaster.java,1,9,18,1,16,54,0,1,2,0,0,0,0,0,0,0,0,0.08143147,0.08143147
Apache Pig,TableLoader.java,1,27,285,16,33,551,0,59,63,0,0,0,1,1,4,4,5,2.0791926,2.0791926
Apache Pig,TableStorer.java,3,14,63,5,17,144,0,14,10,0,1,0,0,3,0,0,1,0.34704968,0.34704968
Apache Pig,TestBoolean.java,1,17,151,24,17,262,0,15,3,0,0,0,1,1,2,0,4,0.4150371,0.4150371
Apache Pig,TestCheckin.java,1,0,4,2,17,55,0,1,0,0,0,0,0,0,0,0,0,0.47619048,0.47619048
Apache Pig,TestCogroup.java,1,4,91,6,38,188,0,4,2,0,0,0,1,1,1,1,3,1.6666666,1.6666666
Apache Pig,TestDataBag.java,4,41,696,92,17,1199,0,85,47,0,0,0,1,2,2,6,9,1.8537415,1.8537415
Apache Pig,TestEqualTo.java,1,31,321,3,17,475,0,38,3,0,0,0,0,1,0,0,3,0.36849517,0.36849517
Apache Pig,TestForEach.java,1,3,52,0,17,97,0,5,5,0,0,0,0,1,0,0,0,0.08170376,0.08170376
Apache Pig,TestInvoker.java,2,15,113,5,17,199,0,5,19,0,0,0,1,1,0,0,2,0.16666667,0.16666667
Apache Pig,TestOrderBy.java,1,22,112,3,17,255,0,16,2,0,0,0,0,1,0,0,2,3.548541,3.548541
Apache Pig,TestPOCross.java,1,2,79,2,17,121,0,13,4,0,0,0,1,1,0,0,3,0.06403583,0.06403583
Apache Pig,TestPackage.java,1,5,125,8,21,189,0,8,6,0,0,0,1,1,2,1,4,0.62778354,0.62778354
Apache Pig,TestPigFile.java,1,10,130,0,17,206,0,15,6,0,0,0,1,1,1,0,3,0.31596372,0.31596372
Apache Pig,TestProject.java,1,11,204,0,17,304,0,21,8,0,0,0,0,1,0,0,6,1.5111569,1.5111569
Apache Pig,Transformer.java,1,3,7,0,17,56,0,4,2,0,0,0,0,0,0,0,0,0.041666668,0.041666668
Apache Pig,TupleFormat.java,1,1,37,0,17,80,0,2,1,0,0,0,0,1,1,1,1,1.3571428,1.3571428
Apache Pig,TupleSchema.java,1,11,69,0,17,148,0,19,3,0,0,0,0,1,0,0,2,0.017483585,0.017483585
Apache Pig,UidResetter.java,2,19,95,0,17,177,0,13,8,0,0,0,0,1,0,0,2,0.22424242,0.22424242
Apache Pig,BadMonitored.java,1,1,10,1,17,39,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25
Apache Pig,ColumnPruner.java,1,18,114,13,17,233,0,31,25,0,0,0,0,1,1,1,3,1.5142857,1.5142857
Apache Pig,ConstantSize.java,1,2,19,0,17,53,0,3,2,0,0,0,0,0,0,0,0,0.023809524,0.023809524
Apache Pig,DateTimeExpr.java,1,3,25,0,16,53,0,3,1,0,0,0,0,0,0,0,0,0.03679141,0.03679141
Apache Pig,DefaultTuple.java,1,23,152,9,17,369,0,4,3,0,0,0,0,1,2,0,3,4.6530266,4.6530266
Apache Pig,DotLOPrinter.java,1,7,59,0,17,121,0,7,0,0,0,0,0,1,1,0,1,0.20833333,0.20833333
Apache Pig,DotMRPrinter.java,4,19,105,1,17,213,0,18,4,0,0,0,0,2,0,0,2,0.1952381,0.1952381
Apache Pig,DotPOPrinter.java,1,7,82,0,17,148,0,5,4,0,0,0,0,1,1,1,3,0.16666667,0.16666667
Apache Pig,ExampleTuple.java,1,19,55,6,17,126,0,0,1,0,0,0,0,1,0,0,1,0.09498821,0.09498821
Apache Pig,FuncEvalSpec.java,3,31,169,2,29,308,0,30,6,0,0,0,1,1,1,1,5,0.34470993,0.34470993
Apache Pig,FunctionType.java,1,1,40,0,17,65,0,2,2,0,0,0,0,0,1,0,1,0.52438956,0.52438956
Apache Pig,GenerateSpec.java,5,25,201,19,17,377,0,42,21,0,0,0,1,2,2,1,4,0.34470993,0.34470993
Apache Pig,HBaseStorage.java,2,28,325,13,23,557,0,31,57,0,0,0,1,1,6,6,5,14.9187565,14.9187565
Apache Pig,HDataStorage.java,1,22,122,3,17,243,0,29,4,0,0,0,1,1,0,0,2,2.0152237,2.0152237
Apache Pig,HoursBetween.java,1,3,27,1,17,106,0,0,2,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,IndexedTuple.java,1,6,22,1,17,61,0,3,1,0,0,0,0,0,0,0,0,0.2674836,0.2674836
Apache Pig,InterStorage.java,3,21,86,1,23,210,0,11,5,0,0,0,0,3,0,0,2,1.8333334,1.8333334
Apache Pig,JsonMetadata.java,1,10,159,8,17,291,0,20,25,0,0,0,0,1,4,2,6,2.6492205,2.6492205
Apache Pig,LOLesserThan.java,1,5,26,0,17,70,0,2,2,0,0,0,0,1,0,0,0,0.18465386,0.18465386
Apache Pig,LOTestHelper.java,1,1,11,0,17,34,0,0,2,0,0,0,0,1,0,0,0,0.35591134,0.35591134
Apache Pig,LessThanExpr.java,1,7,67,2,20,127,0,0,4,0,0,0,0,1,2,1,2,0.28994164,0.28994164
Apache Pig,LoadMetadata.java,1,4,11,0,17,97,0,16,10,0,0,0,0,0,0,0,0,1.0791925,1.0791925
Apache Pig,LoadPushDown.java,4,21,76,11,20,261,0,26,16,0,0,0,0,0,0,0,1,0.5,0.5
Apache Pig,MapRedResult.java,1,1,8,0,17,32,0,1,0,0,0,0,0,0,0,0,0,0.008474576,0.008474576
Apache Pig,MergeForEach.java,2,8,188,18,17,311,0,30,30,0,0,0,1,2,2,2,6,2.6465237,2.6465237
Apache Pig,MultiStorage.java,4,14,130,12,12,289,0,41,17,0,0,0,1,2,0,0,4,1.5,1.5
Apache Pig,NullableText.java,1,4,11,0,17,48,0,0,0,0,0,0,0,0,0,0,0,0.14420375,0.14420375
Apache Pig,OperatorPlan.java,2,48,690,159,48,1519,0,134,148,0,0,0,0,1,12,11,10,3.272471,3.272471
Apache Pig,POPartialAgg.java,1,34,326,30,17,552,0,0,47,0,1,0,0,1,4,3,4,1.0814315,1.0814315
Apache Pig,POSkewedJoin.java,1,10,35,3,17,97,0,12,10,0,0,0,0,1,0,0,0,0.28481504,0.28481504
Apache Pig,POSplitSlave.java,1,3,15,0,20,49,0,1,0,0,0,0,0,0,0,0,0,0.009009009,0.009009009
Apache Pig,PhysicalPlan.java,1,14,154,19,38,311,0,20,16,0,0,0,1,1,1,1,3,1.1154151,1.1154151
Apache Pig,PigCompletor.java,1,5,85,3,17,151,0,4,7,0,0,0,0,1,2,1,3,0.014285714,0.014285714
Apache Pig,PigException.java,1,26,88,1,21,341,0,33,24,0,0,0,0,0,1,0,2,0.54651165,0.54651165
Apache Pig,PigMapReduce.java,8,21,138,0,32,270,0,19,29,0,0,0,1,2,0,0,5,10.689051,10.689051
Apache Pig,PigStatsUtil.java,1,21,170,2,17,363,0,78,9,0,0,0,0,1,1,1,3,2.8726552,2.8726552
Apache Pig,PlanCompiler.java,1,3,13,1,17,39,0,0,1,0,0,0,0,0,0,0,0,0.009009009,0.009009009
Apache Pig,PruneColumns.java,2,8,414,127,22,801,0,64,159,2,0,0,1,1,6,5,6,3.6190476,3.6190476
Apache Pig,RegexExtract.java,1,3,49,0,29,108,0,4,4,0,0,0,0,1,1,1,1,0.023809524,0.023809524
Apache Pig,SampleLoader.java,1,11,43,2,17,105,0,2,1,0,0,0,0,1,0,0,0,1.4373251,1.4373251
Apache Pig,ScalarFinder.java,1,8,47,3,17,109,0,5,2,0,0,0,0,1,0,0,1,0.26097885,0.26097885
Apache Pig,ScriptEngine.java,1,14,122,10,23,318,0,47,27,0,1,0,1,1,2,3,3,2.3333333,2.3333333
Apache Pig,SliceWrapper.java,2,19,127,6,17,215,0,9,5,0,0,0,1,1,1,0,3,4.340476,4.340476
Apache Pig,TFileStorage.java,3,21,87,1,23,213,0,0,5,0,0,0,0,3,0,0,2,1.3333334,1.3333334
Apache Pig,TestCombiner.java,2,19,278,46,20,568,0,44,43,0,0,0,1,1,0,0,8,4.813155,4.813155
Apache Pig,TestLessThan.java,1,27,277,3,17,403,0,27,3,0,0,0,0,0,0,0,3,0.28516182,0.28516182
Apache Pig,TestLoadFunc.java,1,16,44,12,17,155,0,26,1,0,0,0,0,0,0,0,0,1.3039918,1.3039918
Apache Pig,TestMultiply.java,1,2,197,24,19,276,0,6,7,1,0,0,0,1,1,0,3,0.19357823,0.19357823
Apache Pig,TestNegative.java,1,21,399,63,16,646,0,5,2,0,1,0,1,1,0,0,3,0.54761904,0.54761904
Apache Pig,TestPORegexp.java,1,3,113,0,17,234,0,54,7,1,0,0,1,1,0,0,3,0.5,0.5
Apache Pig,TestPigSplit.java,1,3,57,1,17,102,0,6,4,0,0,0,0,0,0,0,2,1.2802244,1.2802244
Apache Pig,TestPigStats.java,1,9,137,5,17,251,0,23,15,0,0,0,1,1,0,0,4,1.2916666,1.2916666
Apache Pig,TestStoreOld.java,1,4,64,0,17,116,0,19,7,0,0,0,0,1,0,0,2,0.26115695,0.26115695
Apache Pig,TestSubtract.java,1,2,214,26,19,298,0,7,7,1,0,0,0,1,1,0,3,0.19357823,0.19357823
Apache Pig,TestTypedMap.java,1,12,226,1,17,368,0,0,22,0,0,0,0,1,0,0,7,1.0,1.0
Apache Pig,TupleFactory.java,1,11,54,2,17,181,0,5,2,0,0,0,0,1,1,0,2,0.494787,0.494787
Apache Pig,WeeksBetween.java,1,3,28,2,17,108,0,0,2,0,0,0,0,1,0,0,0,0.00877193,0.00877193
Apache Pig,YearsBetween.java,1,3,29,2,17,109,0,0,3,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,AddExpression.java,1,5,28,0,17,83,0,3,6,0,0,0,0,1,0,0,0,0.041666668,0.041666668
Apache Pig,AndExpression.java,1,5,31,0,17,86,0,3,6,0,0,0,0,1,0,0,0,0.041666668,0.041666668
Apache Pig,BinInterSedes.java,2,38,958,52,32,1307,0,9,72,1,0,1,1,2,14,4,17,4.0814314,4.0814314
Apache Pig,BinaryStorage.java,1,13,71,13,26,176,0,19,5,0,0,0,0,1,1,1,2,0.28494424,0.28494424
Apache Pig,CmdLineParser.java,1,6,83,6,29,206,0,5,18,0,0,0,0,0,1,2,3,0.04129311,0.04129311
Apache Pig,DataByteArray.java,1,18,85,7,17,241,0,6,2,0,2,0,0,0,2,2,2,1.584127,1.584127
Apache Pig,DataCollector.java,1,11,65,2,20,132,0,13,5,0,0,0,0,1,2,0,2,0.5628917,0.5628917
Apache Pig,DateExtractor.java,1,6,48,0,12,131,0,17,30,0,0,0,1,1,0,0,0,0.5,0.5
Apache Pig,DotPlanDumper.java,1,27,193,0,17,345,0,25,5,0,0,0,0,1,2,1,4,0.18095239,0.18095239
Apache Pig,FileLocalizer.java,2,43,366,29,18,682,0,57,51,0,1,0,1,1,5,3,4,7.224057,7.224057
Apache Pig,FindQuantiles.java,2,7,171,52,17,287,0,26,27,0,0,0,1,1,3,2,5,2.0700676,2.0700676
Apache Pig,GenRandomData.java,1,15,184,13,17,263,0,17,4,0,0,0,0,1,1,1,3,1.4704573,1.4704573
Apache Pig,GoodMonitored.java,1,1,8,1,17,35,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25
Apache Pig,LOGreaterThan.java,1,5,26,0,17,70,0,2,2,0,0,0,0,1,0,0,0,0.18465386,0.18465386
Apache Pig,LOSplitOutput.java,1,9,56,0,17,108,0,13,1,0,0,0,0,1,0,0,1,2.4775703,2.4775703
Apache Pig,LimitAdjuster.java,1,5,143,21,17,245,0,27,27,0,0,0,1,1,2,2,4,1.475,1.475
Apache Pig,LineageTracer.java,1,8,67,12,17,128,0,13,10,0,0,0,0,1,1,1,2,0.040913675,0.040913675
Apache Pig,LoadOptimizer.java,1,9,80,14,17,162,0,17,3,0,0,0,0,1,1,1,3,1.4916667,1.4916667
Apache Pig,LocalLauncher.java,1,4,132,8,17,228,0,15,13,0,0,0,1,1,2,2,4,4.2435784,4.2435784
Apache Pig,LogicalSchema.java,2,26,223,10,17,400,0,40,19,0,0,0,1,1,7,2,4,6.217816,6.217816
Apache Pig,MapLookupSpec.java,1,7,32,1,20,78,0,8,1,0,1,0,0,1,0,0,0,0.017483585,0.017483585
Apache Pig,MapReduceOper.java,1,57,209,49,22,474,0,70,13,0,0,0,1,1,0,0,2,4.493423,4.493423
Apache Pig,MonthsBetween.java,1,3,29,2,17,109,0,0,4,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,NotExpression.java,1,5,31,0,17,71,0,3,4,0,0,0,0,1,0,0,0,0.041666668,0.041666668
Apache Pig,NumValCarrier.java,2,4,33,0,17,66,0,0,0,0,0,0,0,0,0,0,0,0.83143145,0.83143145
Apache Pig,POJoinPackage.java,1,9,141,47,17,303,0,24,21,1,0,0,1,1,1,1,3,3.5934782,3.5934782
Apache Pig,POPackageLite.java,1,18,101,5,26,232,0,18,14,0,0,0,1,1,0,0,2,0.56403583,0.56403583
Apache Pig,POSplitMaster.java,1,5,30,4,57,117,0,9,2,0,0,0,0,1,0,0,0,0.009009009,0.009009009
Apache Pig,POSplitOutput.java,1,10,61,7,20,131,0,7,3,0,0,0,0,1,1,1,3,0.10862458,0.10862458
Apache Pig,POStreamLocal.java,1,2,36,79,20,168,0,17,6,0,0,0,0,1,1,1,1,0.06403583,0.06403583
Apache Pig,POTreePrinter.java,1,16,123,9,17,222,0,26,5,0,0,0,0,1,1,1,3,0.33333334,0.33333334
Apache Pig,PhyPlanSetter.java,1,49,117,0,24,298,0,34,14,0,0,0,0,1,0,0,2,1.1493926,1.1493926
Apache Pig,PigParserNode.java,2,13,50,4,17,107,0,13,0,0,0,0,0,0,0,0,1,0.5005342,0.5005342
Apache Pig,PigTestLoader.java,2,3,20,1,17,53,0,5,0,0,0,0,0,0,0,0,0,1.5,1.5
Apache Pig,PlanException.java,1,12,28,0,17,158,0,32,17,0,0,0,0,0,0,0,0,0.028571429,0.028571429
Apache Pig,PlanOptimizer.java,1,3,34,8,17,101,0,3,1,0,0,0,0,1,1,0,0,0.95813495,0.95813495
Apache Pig,PlanValidator.java,1,4,17,0,17,109,0,18,3,0,0,0,0,1,0,0,0,0.5769231,0.5769231
Apache Pig,ProjectionMap.java,2,20,69,0,17,281,0,26,0,0,0,0,0,0,0,0,2,0.20833333,0.20833333
Apache Pig,ScalarVisitor.java,2,3,53,2,17,105,0,5,10,0,1,0,1,1,1,1,2,0.19105625,0.19105625
Apache Pig,SchemaPatcher.java,1,1,8,3,17,46,0,2,2,0,0,0,0,0,0,0,0,0.19907407,0.19907407
Apache Pig,SchemaRemover.java,1,40,124,2,17,343,0,14,1,0,0,0,0,1,0,0,2,1.520238,1.520238
Apache Pig,StoreMetadata.java,1,2,11,0,17,63,0,8,7,0,0,0,0,0,0,0,0,0.07919255,0.07919255
Apache Pig,TargetedTuple.java,1,23,81,6,20,177,0,4,0,0,0,0,0,1,0,0,2,0.11265614,0.11265614
Apache Pig,TestBagFormat.java,1,1,24,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25
Apache Pig,TestConstExpr.java,1,12,120,10,17,199,0,1,1,0,0,0,0,1,0,0,2,0.15678681,0.15678681
Apache Pig,TestDBStorage.java,2,7,120,5,17,196,0,6,23,0,0,0,1,1,1,1,3,0.31111112,0.31111112
Apache Pig,TestDataModel.java,1,23,357,23,28,587,0,13,15,0,0,0,1,1,0,0,7,2.9360607,2.9360607
Apache Pig,TestExGenEval.java,1,6,73,4,17,132,0,21,5,0,0,0,0,0,0,0,3,0.29761904,0.29761904
Apache Pig,TestFilterUDF.java,2,9,100,1,17,208,0,14,3,0,0,0,0,1,0,0,2,1.8944902,1.8944902
Apache Pig,TestGTOrEqual.java,1,29,309,3,15,428,0,0,3,0,0,0,0,1,0,0,3,0.28516182,0.28516182
Apache Pig,TestJoinSmoke.java,1,10,160,2,17,257,0,6,15,0,0,0,0,1,0,0,4,0.11111111,0.11111111
Apache Pig,TestLTOrEqual.java,1,27,277,3,17,405,0,17,9,0,0,0,0,0,0,0,3,0.11849517,0.11849517
Apache Pig,TestLargeFile.java,1,6,100,5,17,205,0,37,6,0,0,0,0,1,0,1,3,0.5376649,0.5376649
Apache Pig,TestMapReduce.java,4,25,308,16,17,577,0,17,9,0,0,0,1,1,1,1,6,1.7739477,1.7739477
Apache Pig,TestMergeJoin.java,2,35,384,3,17,670,0,28,43,0,0,0,0,2,0,0,5,1.8534064,1.8534064
Apache Pig,TestPOBinCond.java,2,13,257,8,68,472,0,70,31,0,0,0,0,2,3,1,6,0.066002496,0.066002496
Apache Pig,TestPOCogroup.java,1,2,154,1,17,211,0,0,13,0,0,0,1,1,0,0,4,0.06403583,0.06403583
Apache Pig,TestPigRunner.java,2,42,642,23,17,990,0,144,81,0,1,0,1,1,0,0,18,10.537121,10.537121
Apache Pig,TestPigServer.java,1,31,501,37,17,798,0,59,93,0,0,0,1,1,0,0,6,4.319887,4.319887
Apache Pig,TestScriptUDF.java,1,11,224,16,17,483,0,27,31,0,0,0,0,1,0,0,5,2.8055556,2.8055556
Apache Pig,TestStreaming.java,1,15,311,51,17,728,0,142,122,0,0,0,0,1,0,0,10,6.77891,6.77891
Apache Pig,CastExpression.java,1,7,48,1,17,106,0,4,6,0,0,0,0,1,0,0,0,0.7416667,0.7416667
Apache Pig,DefaultDataBag.java,2,12,132,59,20,310,0,8,6,0,0,0,0,2,3,3,6,5.9325876,5.9325876
Apache Pig,FILTERFROMFILE.java,1,4,47,0,17,100,0,16,4,0,0,0,0,1,0,0,0,0.3768116,0.3768116
Apache Pig,GetMilliSecond.java,1,3,22,0,17,96,0,2,3,0,0,0,0,1,0,0,0,0.02679141,0.02679141
Apache Pig,HConfiguration.java,1,3,24,4,17,69,0,7,0,0,1,0,0,0,0,0,0,1.4704397,1.4704397
Apache Pig,IdentityColumn.java,1,2,10,0,17,43,0,2,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334
Apache Pig,IndexedStorage.java,8,52,429,19,114,1060,0,42,189,0,0,0,0,7,5,5,8,0.64444447,0.64444447
Apache Pig,InputSchemaUDF.java,1,2,16,0,34,66,0,1,2,0,0,0,0,0,0,0,0,0.33333334,0.33333334
Apache Pig,IntermedResult.java,1,13,94,6,17,164,0,13,9,0,0,0,1,1,0,0,2,0.029417172,0.029417172
Apache Pig,JsScriptEngine.java,2,16,124,5,22,285,0,6,12,0,0,0,1,1,1,1,2,0.33333334,0.33333334
Apache Pig,JythonFunction.java,1,3,75,6,17,137,0,1,13,0,0,0,0,1,1,1,3,1.1833333,1.1833333
Apache Pig,LimitOptimizer.java,2,6,104,16,17,191,0,0,2,0,0,1,0,2,2,2,5,4.2712183,4.2712183
Apache Pig,MinutesBetween.java,1,3,28,2,17,107,0,0,3,0,0,0,0,1,0,0,0,0.064764805,0.064764805
Apache Pig,MyUDFReturnMap.java,1,1,12,0,17,41,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5
Apache Pig,NotEqualToExpr.java,1,7,79,2,20,142,0,3,5,0,0,0,0,1,2,1,3,0.5399416,0.5399416
Apache Pig,OptimizerUtils.java,1,3,22,0,17,66,0,0,3,0,0,0,0,0,0,0,0,0.59487736,0.59487736
Apache Pig,POMergeCogroup.java,2,24,278,100,38,605,0,37,51,1,0,0,1,1,4,3,5,0.6292256,0.6292256
Apache Pig,PhyPlanVisitor.java,1,54,109,42,17,329,0,49,15,0,0,0,0,1,0,0,2,1.5592613,1.5592613
