Project	File Name	data	bugs
Apache Isis	IsisViewerNoop.java	(1,6,14,0,18)	2.8376846E-4
Apache Isis	JavaArrayFacet.java	(1,7,34,3,18)	2.8376846E-4
Apache Isis	LifeCycleEvent.java	(1,2,7,0,18)	2.8376846E-4
Apache Isis	LongValueFacet.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	MandatoryFacet.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	MaxLengthFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	MultiLineFacet.java	(1,2,5,0,18)	2.8376846E-4
Apache Isis	NamedFacetNone.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	NeverImmutable.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	NonPersistable.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	NotContributed.java	(0,0,7,0,29)	2.8376846E-4
Apache Isis	NotFoundPolicy.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	NotPersistable.java	(1,2,21,0,22)	2.8376846E-4
Apache Isis	ParseableFacet.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	PercentageTest.java	(1,6,32,0,18)	2.8376846E-4
Apache Isis	Persistability.java	(1,3,9,0,29)	2.8376846E-4
Apache Isis	ProfilerSystem.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	ProposedHolder.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	PrototypeFacet.java	(1,0,4,0,18)	2.8376846E-4
Apache Isis	QuerySubmitter.java	(1,2,7,0,23)	2.8376846E-4
Apache Isis	RuntimeContext.java	(1,13,30,3,18)	2.8376846E-4
Apache Isis	ShowDebugFrame.java	(5,8,24,0,18)	2.8376846E-4
Apache Isis	SimpleClassTwo.java	(1,7,20,6,21)	2.8376846E-4
Apache Isis	SimpleOrderSet.java	(1,7,59,0,18)	2.8376846E-4
Apache Isis	SnapshotServer.java	(1,1,60,0,18)	2.8376846E-4
Apache Isis	SnapshotWriter.java	(1,3,29,0,18)	2.8376846E-4
Apache Isis	StandaloneData.java	(1,5,64,4,18)	2.8376846E-4
Apache Isis	ThrowableUtils.java	(1,1,14,0,18)	2.8376846E-4
Apache Isis	TimePeriodTest.java	(1,7,86,1,18)	2.8376846E-4
Apache Isis	TitleFacetNone.java	(1,3,12,0,18)	2.8376846E-4
Apache Isis	UpdateNotifier.java	(1,6,11,9,18)	2.8376846E-4
Apache Isis	UsabilityEvent.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	AbstractFixture.java	(1,9,34,17,18)	2.8376846E-4
Apache Isis	AbstractService.java	(1,2,7,0,18)	2.8376846E-4
Apache Isis	AlwaysImmutable.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	ClaimRepository.java	(1,4,8,0,18)	2.8376846E-4
Apache Isis	CollectionFacet.java	(1,9,18,0,18)	2.8376846E-4
Apache Isis	ColorValueFacet.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	ConsentAbstract.java	(1,12,40,0,21)	2.8376846E-4
Apache Isis	ContextCategory.java	(4,8,23,3,18)	2.8376846E-4
Apache Isis	DebugHtmlString.java	(1,5,15,0,18)	2.8376846E-4
Apache Isis	DebugStringTest.java	(1,8,40,0,18)	2.8376846E-4
Apache Isis	DecoratingFacet.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	FacetHolderImpl.java	(1,10,39,0,18)	2.8376846E-4
Apache Isis	FieldOrderFacet.java	(1,0,5,0,18)	2.8376846E-4
Apache Isis	HiddenFacetImpl.java	(1,2,23,1,18)	2.8376846E-4
Apache Isis	IdentifierTests.java	(1,5,28,0,18)	2.8376846E-4
Apache Isis	ImageValueFacet.java	(1,4,8,0,18)	2.8376846E-4
Apache Isis	ImperativeFacet.java	(2,4,16,0,22)	2.8376846E-4
Apache Isis	InstallerLookup.java	(1,16,37,15,18)	2.8376846E-4
Apache Isis	IsisContextPipe.java	(1,11,40,18,18)	2.8376846E-4
Apache Isis	IsisContextTest.java	(2,6,80,0,18)	2.8376846E-4
Apache Isis	IsisTransaction.java	(4,49,274,41,72)	2.8376846E-4
Apache Isis	LocaleUtilsTest.java	(1,1,9,0,18)	2.8376846E-4
Apache Isis	MoneyValueFacet.java	(1,3,7,0,18)	2.8376846E-4
Apache Isis	MultiTypedFacet.java	(1,2,4,0,18)	2.8376846E-4
Apache Isis	ObjectActionSet.java	(1,48,121,39,18)	2.8376846E-4
Apache Isis	ObjectPersistor.java	(1,2,5,0,16)	2.8376846E-4
Apache Isis	OneToOneFeature.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	ParseValueEvent.java	(1,4,14,0,18)	2.8376846E-4
Apache Isis	PersistableTest.java	(1,5,17,0,18)	2.8376846E-4
Apache Isis	PojoAdapterTest.java	(4,9,74,0,18)	2.8376846E-4
Apache Isis	QuantityAdapter.java	(1,13,55,0,18)	2.8376846E-4
Apache Isis	SearchableFacet.java	(1,2,5,0,18)	2.8376846E-4
Apache Isis	ShortValueFacet.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	SomeDomainClass.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	SpecificationOr.java	(1,2,14,2,18)	2.8376846E-4
Apache Isis	SystemConstants.java	(1,1,54,6,130)	2.8376846E-4
Apache Isis	TextStringTests.java	(1,3,16,0,18)	2.8376846E-4
Apache Isis	ThrowExceptions.java	(1,6,31,0,18)	2.8376846E-4
Apache Isis	TitleBufferTest.java	(1,37,150,1,18)	2.8376846E-4
Apache Isis	TitleTestObject.java	(1,5,12,0,18)	2.8376846E-4
Apache Isis	ValidityContext.java	(1,1,11,0,18)	2.8376846E-4
Apache Isis	VisibilityEvent.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	WebAppConstants.java	(1,1,16,0,55)	2.8376846E-4
Apache Isis	ActionOrderFacet.java	(1,0,5,0,18)	2.8376846E-4
Apache Isis	AnonymousSession.java	(1,2,13,0,18)	2.8376846E-4
Apache Isis	BoundedFacetImpl.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	BusinessKeyFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	CachedFacetUtils.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	ChoicesFacetEnum.java	(1,2,11,0,18)	2.8376846E-4
Apache Isis	ClassSubstitutor.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	ComponentDetails.java	(1,4,6,0,18)	2.8376846E-4
Apache Isis	CompositeFixture.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	DefaultsProvider.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	DescribedAsFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	DirtyObjectFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	EnumFacetFactory.java	(1,3,17,0,18)	2.8376846E-4
Apache Isis	ExplorationFacet.java	(1,0,4,0,18)	2.8376846E-4
Apache Isis	FacetFiltersTest.java	(5,22,84,0,18)	2.8376846E-4
Apache Isis	FixtureException.java	(1,4,12,0,18)	2.8376846E-4
Apache Isis	HiddenFacetNever.java	(1,3,12,0,18)	2.8376846E-4
Apache Isis	IdentifiedHolder.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	InstallerVersion.java	(1,6,31,0,18)	2.8376846E-4
Apache Isis	InstanceAbstract.java	(1,6,18,0,18)	2.8376846E-4
Apache Isis	InteractionEvent.java	(1,13,37,0,18)	2.8376846E-4
Apache Isis	InteractionUtils.java	(1,7,37,0,18)	2.8376846E-4
Apache Isis	IsisBootstrapper.java	(1,1,4,0,21)	2.8376846E-4
Apache Isis	LoggingConstants.java	(1,1,7,0,18)	2.8376846E-4
Apache Isis	MemberOrderFacet.java	(1,2,7,0,18)	2.8376846E-4
Apache Isis	NotInServiceMenu.java	(0,0,7,0,30)	2.8376846E-4
Apache Isis	ObjectActionImpl.java	(1,39,334,56,18)	2.8376846E-4
Apache Isis	ObjectTitleEvent.java	(1,2,10,0,18)	2.8376846E-4
Apache Isis	OneToManyFeature.java	(1,1,16,0,25)	2.8376846E-4
Apache Isis	ParsingException.java	(1,4,11,0,18)	2.8376846E-4
Apache Isis	PersistAlgorithm.java	(1,2,5,0,18)	2.8376846E-4
Apache Isis	PersistenceQuery.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	PerspectiveEntry.java	(1,12,40,13,18)	2.8376846E-4
Apache Isis	ProgrammingModel.java	(1,5,11,0,18)	2.8376846E-4
Apache Isis	PropertiesReader.java	(1,2,18,0,18)	2.8376846E-4
Apache Isis	QueryCardinality.java	(1,0,2,0,24)	2.8376846E-4
Apache Isis	QueryFindByTitle.java	(1,3,15,0,18)	2.8376846E-4
Apache Isis	ReasonBufferTest.java	(1,6,23,0,18)	2.8376846E-4
Apache Isis	ResolveException.java	(1,4,12,0,18)	2.8376846E-4
Apache Isis	ServicesInjector.java	(1,3,7,0,16)	2.8376846E-4
Apache Isis	ServicesProvider.java	(1,1,5,0,16)	2.8376846E-4
Apache Isis	SimpleRepository.java	(1,17,49,18,18)	2.8376846E-4
Apache Isis	SingleValueFacet.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	SnapshotAppender.java	(2,17,90,0,18)	2.8376846E-4
Apache Isis	SomeDomainObject.java	(1,2,7,0,18)	2.8376846E-4
Apache Isis	SpecificationAnd.java	(1,2,12,1,18)	2.8376846E-4
Apache Isis	SpecificationNot.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	StringValueFacet.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	TestDomainObject.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	TransactionUtils.java	(1,3,14,0,18)	2.8376846E-4
Apache Isis	UsabilityContext.java	(1,2,16,0,18)	2.8376846E-4
Apache Isis	UserLocalization.java	(1,3,14,0,18)	2.8376846E-4
Apache Isis	UserProfileStore.java	(1,3,5,0,18)	2.8376846E-4
Apache Isis	WholeNumberTests.java	(1,2,16,0,18)	2.8376846E-4
Apache Isis	BooleanValueFacet.java	(1,4,8,0,18)	2.8376846E-4
Apache Isis	BoundedFacetUtils.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	ClassEnhancerTest.java	(4,6,57,0,18)	2.8376846E-4
Apache Isis	DataInputExtended.java	(1,14,19,0,18)	2.8376846E-4
Apache Isis	DeweyOrderSetTest.java	(2,22,148,0,18)	2.8376846E-4
Apache Isis	DisabledFacetImpl.java	(1,2,22,1,18)	2.8376846E-4
Apache Isis	DomSerializerJaxp.java	(1,4,32,0,18)	2.8376846E-4
Apache Isis	EmbeddedWebServer.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	EmbeddedWebViewer.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	EncodingConstants.java	(1,0,6,0,18)	2.8376846E-4
Apache Isis	EncodingException.java	(1,4,11,0,18)	2.8376846E-4
Apache Isis	FacetAbstractTest.java	(4,7,30,0,18)	2.8376846E-4
Apache Isis	FacetDecoratorSet.java	(1,12,83,12,18)	2.8376846E-4
Apache Isis	FixturesInstaller.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	ForwardingServlet.java	(1,3,18,0,18)	2.8376846E-4
Apache Isis	HelpFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	IconFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	InstallerAbstract.java	(1,12,50,5,18)	2.8376846E-4
Apache Isis	IntegerValueFacet.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	InteractionResult.java	(1,12,52,0,28)	2.8376846E-4
Apache Isis	IsisConfiguration.java	(1,19,28,0,18)	2.8376846E-4
Apache Isis	IsisContextStatic.java	(1,13,48,15,18)	2.8376846E-4
Apache Isis	IsisSessionFilter.java	(2,10,173,15,88)	2.8376846E-4
Apache Isis	IsisSystemFactory.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	JavassistEnhanced.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	MaskEvaluatorTest.java	(1,5,31,2,18)	2.8376846E-4
Apache Isis	MaskFacetAbstract.java	(1,3,21,0,18)	2.8376846E-4
Apache Isis	MethodFinderUtils.java	(1,9,79,11,16)	2.8376846E-4
Apache Isis	NotPersistedFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	ObjectAssociation.java	(1,8,11,0,18)	2.8376846E-4
Apache Isis	OidAdapterHashMap.java	(1,9,50,21,18)	2.8376846E-4
Apache Isis	OptionHandlerHelp.java	(1,4,20,1,18)	2.8376846E-4
Apache Isis	OptionHandlerPort.java	(1,4,29,0,21)	2.8376846E-4
Apache Isis	OptionHandlerUser.java	(1,5,26,0,18)	2.8376846E-4
Apache Isis	ParseValueContext.java	(1,3,19,0,18)	2.8376846E-4
Apache Isis	SaveObjectCommand.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	ServicesInstaller.java	(1,1,7,0,18)	2.8376846E-4
Apache Isis	SingleUserSession.java	(1,5,20,1,18)	2.8376846E-4
Apache Isis	SwitchUserFixture.java	(1,6,24,0,18)	2.8376846E-4
Apache Isis	SwitchUserService.java	(1,2,7,0,18)	2.8376846E-4
Apache Isis	TemplateImageImpl.java	(1,4,43,1,18)	2.8376846E-4
Apache Isis	UserProfileLoader.java	(1,8,14,15,18)	2.8376846E-4
Apache Isis	ValueFacetFactory.java	(1,14,76,6,18)	2.8376846E-4
Apache Isis	VisibilityContext.java	(1,2,16,0,18)	2.8376846E-4
Apache Isis	ActionChoicesFacet.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	AdapterInvokeUtils.java	(1,6,18,0,18)	2.8376846E-4
Apache Isis	AuthorizationFacet.java	(1,0,5,0,18)	2.8376846E-4
Apache Isis	AuthorizorAbstract.java	(1,4,13,0,18)	2.8376846E-4
Apache Isis	CglibObjectFactory.java	(3,5,25,3,18)	2.8376846E-4
Apache Isis	DataOutputExtended.java	(1,16,22,0,18)	2.8376846E-4
Apache Isis	DebugFacetAbstract.java	(1,2,10,0,18)	2.8376846E-4
Apache Isis	DeploymentCategory.java	(1,3,8,0,18)	2.8376846E-4
Apache Isis	DisabledFacetNever.java	(1,3,12,0,18)	2.8376846E-4
Apache Isis	EmployeeRepository.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	EncoderDecoderUtil.java	(1,3,17,0,18)	2.8376846E-4
Apache Isis	ExplorationSession.java	(1,5,20,1,18)	2.8376846E-4
Apache Isis	HelpFacetDecorator.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	IconFacetViaMethod.java	(1,2,15,0,18)	2.8376846E-4
Apache Isis	InstallableFixture.java	(1,2,4,0,18)	2.8376846E-4
Apache Isis	InteractionAdvisor.java	(2,0,4,0,21)	2.8376846E-4
Apache Isis	InteractionContext.java	(1,9,39,1,18)	2.8376846E-4
Apache Isis	IsDirtyObjectFacet.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	IsisSessionDefault.java	(1,27,135,43,18)	2.8376846E-4
Apache Isis	IsisSessionFactory.java	(1,11,27,0,18)	2.8376846E-4
Apache Isis	IsisSystemAbstract.java	(1,11,99,16,18)	2.8376846E-4
Apache Isis	IsisViewerAbstract.java	(1,13,56,16,18)	2.8376846E-4
Apache Isis	LifeCycleEventTest.java	(1,9,31,0,18)	2.8376846E-4
Apache Isis	LogonAsSvenFixture.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	MetaModelException.java	(1,4,12,0,18)	2.8376846E-4
Apache Isis	MetaModelValidator.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	MultiLineFacetNone.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	MultipleValueFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	NamedFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	NamedFacetInferred.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	ObjectAdapterUtils.java	(1,3,15,0,16)	2.8376846E-4
Apache Isis	ObjectDirtierAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	ObjectFactoryBasic.java	(1,3,16,0,18)	2.8376846E-4
Apache Isis	ObjectInstantiator.java	(1,1,5,0,16)	2.8376846E-4
Apache Isis	ObjectTitleContext.java	(1,3,18,0,18)	2.8376846E-4
Apache Isis	OptionHandlerDebug.java	(1,4,15,1,18)	2.8376846E-4
Apache Isis	OptionHandlerQuiet.java	(1,4,15,1,18)	2.8376846E-4
Apache Isis	PasswordValueFacet.java	(1,3,7,0,18)	2.8376846E-4
Apache Isis	PersistenceCommand.java	(1,2,5,0,18)	2.8376846E-4
Apache Isis	PersistenceSession.java	(9,92,499,104,18)	2.8376846E-4
Apache Isis	PhoneNumberAdapter.java	(1,13,40,1,18)	2.8376846E-4
Apache Isis	PojoAdapterFactory.java	(1,4,17,0,18)	2.8376846E-4
Apache Isis	PojoAdapterHashMap.java	(2,17,72,23,18)	2.8376846E-4
Apache Isis	ProfileServiceImpl.java	(3,24,82,0,18)	2.8376846E-4
Apache Isis	ProfilerTestSystem.java	(1,2,11,0,18)	2.8376846E-4
Apache Isis	ProgramPersistable.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	PropertyClearFacet.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	QueryFindByPattern.java	(1,3,14,0,18)	2.8376846E-4
Apache Isis	ReflectorConstants.java	(1,1,18,0,48)	2.8376846E-4
Apache Isis	RegExFacetAbstract.java	(1,6,36,1,18)	2.8376846E-4
Apache Isis	StringBuilderUtils.java	(1,2,6,0,18)	2.8376846E-4
Apache Isis	TitleFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	ToPersistObjectSet.java	(1,3,8,0,18)	2.8376846E-4
Apache Isis	TypedHolderDefault.java	(1,4,15,0,16)	2.8376846E-4
Apache Isis	TypicalLengthFacet.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	UserProfileFixture.java	(1,8,21,0,18)	2.8376846E-4
Apache Isis	UserProfileService.java	(1,4,10,0,18)	2.8376846E-4
Apache Isis	ValueFacetAbstract.java	(1,11,76,27,18)	2.8376846E-4
Apache Isis	WebServerConstants.java	(1,1,15,3,18)	2.8376846E-4
Apache Isis	WebServerException.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	XmlSnapshotBuilder.java	(2,9,48,3,18)	2.8376846E-4
Apache Isis	ActionArgumentEvent.java	(1,4,18,0,18)	2.8376846E-4
Apache Isis	ActionDefaultsFacet.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	AdapterManagerAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	AdapterMapDelegator.java	(1,4,13,0,16)	2.8376846E-4
Apache Isis	BusinessValueHolder.java	(1,16,32,1,18)	2.8376846E-4
Apache Isis	CachedFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	ClaimRepositoryImpl.java	(1,4,11,0,18)	2.8376846E-4
Apache Isis	ContainedObjectTest.java	(6,6,45,0,18)	2.8376846E-4
Apache Isis	CreateObjectCommand.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	CreateObjectContext.java	(1,3,13,0,16)	2.8376846E-4
Apache Isis	DebuggableWithTitle.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	EqualByContentFacet.java	(1,0,5,0,18)	2.8376846E-4
Apache Isis	FacetsFacetAbstract.java	(1,6,42,0,18)	2.8376846E-4
Apache Isis	FloatingPointNumber.java	(1,34,128,0,18)	2.8376846E-4
Apache Isis	HelpManagerAbstract.java	(1,3,6,0,18)	2.8376846E-4
Apache Isis	HiddenFacetAbstract.java	(1,3,16,0,18)	2.8376846E-4
Apache Isis	HideForContextFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	HideForSessionFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	ImmutableFacetUtils.java	(1,3,19,2,18)	2.8376846E-4
Apache Isis	InMemoryObjectStore.java	(1,35,227,56,18)	2.8376846E-4
Apache Isis	InstallerRepository.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	IsisAssertException.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	IsisSystemException.java	(1,4,10,0,18)	2.8376846E-4
Apache Isis	IsisViewerInstaller.java	(1,1,7,0,18)	2.8376846E-4
Apache Isis	JavaCollectionFacet.java	(1,7,31,3,18)	2.8376846E-4
Apache Isis	LoadedCallbackFacet.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	MarkerFacetAbstract.java	(1,1,7,0,18)	2.8376846E-4
Apache Isis	MultilineTextString.java	(1,10,34,1,28)	2.8376846E-4
Apache Isis	NotContributedFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	NotPersistableFacet.java	(1,0,5,0,18)	2.8376846E-4
Apache Isis	ObjectLoaderFixture.java	(1,3,14,0,18)	2.8376846E-4
Apache Isis	ObjectMemberContext.java	(1,7,33,0,16)	2.8376846E-4
Apache Isis	ObjectSpecification.java	(4,32,76,15,18)	2.8376846E-4
Apache Isis	ObjectValidityEvent.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	OneToOneAssociation.java	(1,6,16,0,18)	2.8376846E-4
Apache Isis	OptionHandlerViewer.java	(1,5,32,0,18)	2.8376846E-4
Apache Isis	PluralFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	PluralFacetInferred.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	PropertyAccessEvent.java	(1,2,10,0,18)	2.8376846E-4
Apache Isis	PropertyModifyEvent.java	(1,2,10,0,18)	2.8376846E-4
Apache Isis	PropertySetterFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	ProposedHolderEvent.java	(1,2,4,0,18)	2.8376846E-4
Apache Isis	QuerySubmitterAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	RandomCodeGenerator.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	RuntimeBootstrapper.java	(3,10,60,6,18)	0.038745306
Apache Isis	RuntimeContextAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	SerialNumberVersion.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	SingleIntValueFacet.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	SpecificationLoader.java	(1,9,16,0,16)	2.8376846E-4
Apache Isis	TemplateImageLoader.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	TestObjectAsService.java	(1,4,8,0,18)	2.8376846E-4
Apache Isis	TypeOfFacetAbstract.java	(1,3,12,0,18)	2.8376846E-4
Apache Isis	ValidateObjectFacet.java	(1,1,8,0,18)	2.8376846E-4
Apache Isis	WebAppSpecification.java	(1,16,47,21,18)	2.8376846E-4
Apache Isis	WebSnapshotAppender.java	(2,11,67,0,18)	2.8376846E-4
Apache Isis	AbstractDomainObject.java	(1,7,17,4,18)	2.8376846E-4
Apache Isis	ActionUsabilityEvent.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	ApplicationException.java	(1,4,14,0,18)	2.8376846E-4
Apache Isis	AuthorizationManager.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	BigDecimalValueFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	BigIntegerValueFacet.java	(1,0,3,0,18)	2.8376846E-4
Apache Isis	BoundedFacetAbstract.java	(1,5,31,2,18)	2.8376846E-4
Apache Isis	ChoicesFacetAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	CollectionAddToEvent.java	(1,2,10,0,18)	2.8376846E-4
Apache Isis	CollectionAddToFacet.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	CollectionClearFacet.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	CollectionFacetUtils.java	(1,7,30,0,18)	2.8376846E-4
Apache Isis	ConcurrencyException.java	(1,5,27,0,18)	2.8376846E-4
Apache Isis	CreatedCallbackFacet.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	DefaultsProviderUtil.java	(1,3,17,0,18)	2.8376846E-4
Apache Isis	DescribedAsFacetNone.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	DomainModelException.java	(1,4,12,0,18)	2.8376846E-4
Apache Isis	DomainObjectServices.java	(1,13,23,15,16)	2.8376846E-4
Apache Isis	FacetFactoryAbstract.java	(1,7,20,3,18)	2.8376846E-4
Apache Isis	FallbackFacetFactory.java	(2,8,75,2,18)	2.8376846E-4
Apache Isis	FileSnapshotAppender.java	(1,10,39,0,18)	2.8376846E-4
Apache Isis	ImperativeFacetMulti.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	ImperativeFacetUtils.java	(2,8,47,1,18)	2.8376846E-4
Apache Isis	InstallerLookupAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	InteractionEventTest.java	(11,11,65,0,18)	2.8376846E-4
Apache Isis	InteractionResultSet.java	(1,7,31,0,18)	2.8376846E-4
Apache Isis	IntrospectionContext.java	(1,3,13,0,16)	2.8376846E-4
Apache Isis	IsisContextMultiUser.java	(1,2,8,3,18)	2.8376846E-4
Apache Isis	JavaActionTestObject.java	(1,8,18,0,18)	2.8376846E-4
Apache Isis	JavaReferencedObject.java	(1,2,8,0,18)	2.8376846E-4
Apache Isis	LoadingCallbackFacet.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	MarkDirtyObjectFacet.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	MemberLayoutArranger.java	(1,2,7,0,16)	2.8376846E-4
Apache Isis	MessageBrokerDefault.java	(1,13,55,15,18)	2.8376846E-4
Apache Isis	MutableCurrentHolder.java	(1,1,4,0,18)	2.8376846E-4
Apache Isis	ObjectActionImplTest.java	(4,4,49,53,18)	2.8376846E-4
Apache Isis	ObjectAdapterFactory.java	(1,1,5,0,18)	2.8376846E-4
Apache Isis	ObjectFixtureService.java	(1,17,123,18,18)	2.8376846E-4
Apache Isis	ObjectMemberAbstract.java	(1,35,134,30,18)	2.8376846E-4
Apache Isis	ObjectPersistorAware.java	(1,1,3,0,18)	2.8376846E-4
Apache Isis	ObjectStoreInstances.java	(1,18,92,24,23)	2.8376846E-4
Apache Isis	OneToManyAssociation.java	(1,7,16,9,18)	2.8376846E-4
Apache Isis	OptionHandlerAddress.java	(1,3,23,0,21)	2.8376846E-4
Apache Isis	OptionHandlerFixture.java	(1,4,24,0,18)	2.8376846E-4
Apache Isis	OptionHandlerVerbose.java	(1,4,15,1,18)	2.8376846E-4
Apache Isis	OptionHandlerVersion.java	(1,4,19,1,18)	2.8376846E-4
Apache Isis	PersistenceConstants.java	(1,1,13,0,28)	2.8376846E-4
Apache Isis	PropertyChoicesFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	PropertyDefaultFacet.java	(1,1,6,0,18)	2.8376846E-4
Apache Isis	QueryBuiltInAbstract.java	(1,2,9,0,18)	2.8376846E-4
Apache Isis	RemovedCallbackFacet.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	ResourceStreamSource.java	(1,3,7,0,18)	2.8376846E-4
Apache Isis	ServletSpecification.java	(1,3,9,0,18)	2.8376846E-4
Apache Isis	SmtpExtendedAppender.java	(1,4,27,2,18)	2.8376846E-4
Apache Isis	SmtpSnapshotAppender.java	(1,9,65,3,18)	2.8376846E-4
Apache Isis	SpecificationContext.java	(1,6,26,0,16)	2.8376846E-4
Apache Isis	SpecificationOrTests.java	(7,12,48,0,18)	2.8376846E-4
Apache Isis	TitleBufferException.java	(1,5,16,0,18)	2.8376846E-4
Apache Isis	TransactionalClosure.java	(1,4,6,0,18)	2.8376846E-4
Apache Isis	UnknownTypeException.java	(1,5,13,0,18)	2.8376846E-4
Apache Isis	UpdatedCallbackFacet.java	(1,0,2,0,18)	2.8376846E-4
Apache Isis	ValueFacetAnnotation.java	(1,5,24,0,18)	2.8376846E-4
